COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
91001,91,AMAZONAS,001,LETICIA,3/31/2020
91405,91,AMAZONAS,405,LA CHORRERA,6/15/2020
91407,91,AMAZONAS,407,LA PEDRERA,7/17/2020
91540,91,AMAZONAS,540,PUERTO NARIÑO,4/15/2020
91669,91,AMAZONAS,669,PUERTO SANTANDER,6/24/2020
91798,91,AMAZONAS,798,TARAPACÁ,6/21/2020
05001,05,ANTIOQUIA,001,MEDELLÍN,2/29/2020
05002,05,ANTIOQUIA,002,ABEJORRAL,7/5/2020
05004,05,ANTIOQUIA,004,ABRIAQUÍ,7/6/2020
05021,05,ANTIOQUIA,021,ALEJANDRÍA,7/26/2020
05030,05,ANTIOQUIA,030,AMAGÁ,4/9/2020
13030,13,BOLÍVAR,030,ALTOS DEL ROSARIO,7/12/2020
05031,05,ANTIOQUIA,031,AMALFI,7/4/2020
05034,05,ANTIOQUIA,034,ANDES,4/4/2020
05036,05,ANTIOQUIA,036,ANGELÓPOLIS,7/27/2020
05038,05,ANTIOQUIA,038,ANGOSTURA,3/18/2020
05040,05,ANTIOQUIA,040,ANORÍ,7/6/2020
05044,05,ANTIOQUIA,044,ANZÁ,6/10/2020
05045,05,ANTIOQUIA,045,APARTADÓ,3/14/2020
05051,05,ANTIOQUIA,051,ARBOLETES,5/10/2020
05059,05,ANTIOQUIA,059,ARMENIA,7/1/2020
13074,13,BOLÍVAR,074,BARRANCO DE LOBA,3/12/2020
05086,05,ANTIOQUIA,086,BELMIRA,7/9/2020
05091,05,ANTIOQUIA,091,BETANIA,7/28/2020
05093,05,ANTIOQUIA,093,BETULIA,6/23/2020
05101,05,ANTIOQUIA,101,CIUDAD BOLÍVAR,6/20/2020
05107,05,ANTIOQUIA,107,BRICEÑO,5/19/2020
05113,05,ANTIOQUIA,113,BURITICÁ,4/1/2020
05120,05,ANTIOQUIA,120,CÁCERES,3/10/2020
05125,05,ANTIOQUIA,125,CAICEDO,6/24/2020
05129,05,ANTIOQUIA,129,CALDAS,3/20/2020
05134,05,ANTIOQUIA,134,CAMPAMENTO,7/2/2020
05142,05,ANTIOQUIA,142,CARACOLÍ,6/18/2020
05145,05,ANTIOQUIA,145,CARAMANTA,7/24/2020
05147,05,ANTIOQUIA,147,CAREPA,3/10/2020
05148,05,ANTIOQUIA,148,EL CARMEN DE VIBORAL,4/24/2020
05150,05,ANTIOQUIA,150,CAROLINA,7/14/2020
05154,05,ANTIOQUIA,154,CAUCASIA,5/9/2020
05172,05,ANTIOQUIA,172,CHIGORODÓ,5/27/2020
05190,05,ANTIOQUIA,190,CISNEROS,5/7/2020
05197,05,ANTIOQUIA,197,COCORNÁ,3/30/2020
05209,05,ANTIOQUIA,209,CONCORDIA,7/6/2020
05234,05,ANTIOQUIA,234,DABEIBA,6/2/2020
05237,05,ANTIOQUIA,237,DONMATÍAS,3/26/2020
05240,05,ANTIOQUIA,240,EBÉJICO,6/20/2020
47245,47,MAGDALENA,245,EL BANCO,4/8/2020
05250,05,ANTIOQUIA,250,EL BAGRE,5/8/2020
05264,05,ANTIOQUIA,264,ENTRERRÍOS,7/1/2020
05266,05,ANTIOQUIA,266,ENVIGADO,3/11/2020
13268,13,BOLÍVAR,268,EL PEÑÓN,7/13/2020
05282,05,ANTIOQUIA,282,FREDONIA,7/7/2020
05306,05,ANTIOQUIA,306,GIRALDO,5/28/2020
05310,05,ANTIOQUIA,310,GÓMEZ PLATA,7/6/2020
05313,05,ANTIOQUIA,313,GRANADA,4/6/2020
05315,05,ANTIOQUIA,315,GUADALUPE,7/22/2020
05318,05,ANTIOQUIA,318,GUARNE,3/13/2020
66318,66,RISARALDA,318,GUÁTICA,8/6/2020
05321,05,ANTIOQUIA,321,GUATAPÉ,3/10/2020
05347,05,ANTIOQUIA,347,HELICONIA,6/26/2020
05353,05,ANTIOQUIA,353,HISPANIA,6/7/2020
05360,05,ANTIOQUIA,360,ITAGÜÍ,3/6/2020
05364,05,ANTIOQUIA,364,JARDÍN,7/25/2020
05368,05,ANTIOQUIA,368,JERICÓ,5/21/2020
05376,05,ANTIOQUIA,376,LA CEJA,3/20/2020
05380,05,ANTIOQUIA,380,LA ESTRELLA,3/14/2020
17388,17,CALDAS,388,LA MERCED,7/26/2020
05390,05,ANTIOQUIA,390,LA PINTADA,7/13/2020
05400,05,ANTIOQUIA,400,LA UNIÓN,7/4/2020
05411,05,ANTIOQUIA,411,LIBORINA,7/6/2020
05425,05,ANTIOQUIA,425,MACEO,5/20/2020
05440,05,ANTIOQUIA,440,MARINILLA,5/16/2020
17442,17,CALDAS,442,MARMATO,4/22/2020
20443,20,CESAR,443,MANAURE BALCÓN DEL CESAR,6/8/2020
05467,05,ANTIOQUIA,467,MONTEBELLO,3/19/2020
05475,05,ANTIOQUIA,475,MURINDÓ,6/10/2020
05480,05,ANTIOQUIA,480,MUTATÁ,6/19/2020
05490,05,ANTIOQUIA,490,NECOCLÍ,6/12/2020
05495,05,ANTIOQUIA,495,NECHÍ,5/4/2020
05501,05,ANTIOQUIA,501,OLAYA,7/5/2020
19533,19,CAUCA,533,PIAMONTE,8/22/2020
05541,05,ANTIOQUIA,541,PEÑOL,7/9/2020
15572,15,BOYACÁ,572,PUERTO BOYACÁ,6/22/2020
05576,05,ANTIOQUIA,576,PUEBLORRICO,1/1/2025
05579,05,ANTIOQUIA,579,PUERTO BERRÍO,6/24/2020
05585,05,ANTIOQUIA,585,PUERTO NARE,6/27/2020
05591,05,ANTIOQUIA,591,PUERTO TRIUNFO,6/20/2020
66594,66,RISARALDA,594,QUINCHÍA,7/17/2020
05604,05,ANTIOQUIA,604,REMEDIOS,6/19/2020
05607,05,ANTIOQUIA,607,RETIRO,3/7/2020
17614,17,CALDAS,614,RIOSUCIO,5/1/2020
05615,05,ANTIOQUIA,615,RIONEGRO,3/9/2020
20621,20,CESAR,621,LA PAZ,4/11/2020
05628,05,ANTIOQUIA,628,SABANALARGA,7/8/2020
05631,05,ANTIOQUIA,631,SABANETA,3/14/2020
05642,05,ANTIOQUIA,642,SALGAR,5/29/2020
05647,05,ANTIOQUIA,647,SAN ANDRÉS DE CUERQUÍA,7/25/2020
05649,05,ANTIOQUIA,649,SAN CARLOS,6/24/2020
05652,05,ANTIOQUIA,652,SAN FRANCISCO,3/22/2020
05656,05,ANTIOQUIA,656,SAN JERÓNIMO,7/6/2020
05659,05,ANTIOQUIA,659,SAN JUAN DE URABÁ,6/1/2020
05660,05,ANTIOQUIA,660,SAN LUIS,6/30/2020
05664,05,ANTIOQUIA,664,SAN PEDRO DE LOS MILAGROS,6/27/2020
05665,05,ANTIOQUIA,665,SAN PEDRO DE URABÁ,4/11/2020
05667,05,ANTIOQUIA,667,SAN RAFAEL,6/30/2020
13667,13,BOLÍVAR,667,SAN MARTÍN DE LOBA,7/21/2020
05670,05,ANTIOQUIA,670,SAN ROQUE,5/29/2020
05674,05,ANTIOQUIA,674,SAN VICENTE FERRER,6/26/2020
05679,05,ANTIOQUIA,679,SANTA BÁRBARA,6/21/2020
05686,05,ANTIOQUIA,686,SANTA ROSA DE OSOS,3/16/2020
05690,05,ANTIOQUIA,690,SANTO DOMINGO,6/24/2020
05697,05,ANTIOQUIA,697,EL SANTUARIO,3/25/2020
19701,19,CAUCA,701,SANTA ROSA,7/22/2020
05736,05,ANTIOQUIA,736,SEGOVIA,6/20/2020
20750,20,CESAR,750,SAN DIEGO,3/19/2020
05761,05,ANTIOQUIA,761,SOPETRÁN,6/24/2020
17777,17,CALDAS,777,SUPÍA,5/28/2020
05789,05,ANTIOQUIA,789,TÁMESIS,5/22/2020
05790,05,ANTIOQUIA,790,TARAZÁ,5/20/2020
05792,05,ANTIOQUIA,792,TARSO,7/9/2020
05809,05,ANTIOQUIA,809,TITIRIBÍ,7/2/2020
05837,05,ANTIOQUIA,837,TURBO,5/9/2020
05847,05,ANTIOQUIA,847,URRAO,6/24/2020
05854,05,ANTIOQUIA,854,VALDIVIA,5/18/2020
05856,05,ANTIOQUIA,856,VALPARAÍSO,6/26/2020
05858,05,ANTIOQUIA,858,VEGACHÍ,8/13/2020
05861,05,ANTIOQUIA,861,VENECIA,6/22/2020
05873,05,ANTIOQUIA,873,VIGÍA DEL FUERTE,5/30/2020
05885,05,ANTIOQUIA,885,YALÍ,8/29/2020
05890,05,ANTIOQUIA,890,YOLOMBÓ,5/20/2020
05893,05,ANTIOQUIA,893,YONDÓ,7/21/2020
81001,81,ARAUCA,001,ARAUCA,4/24/2020
81065,81,ARAUCA,065,ARAUQUITA,5/30/2020
81300,81,ARAUCA,300,FORTUL,7/20/2020
81736,81,ARAUCA,736,SARAVENA,5/17/2020
81794,81,ARAUCA,794,TAME,5/28/2020
88001,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",001,SAN ANDRÉS,3/22/2020
88564,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",564,PROVIDENCIA,5/6/2020
08078,08,ATLÁNTICO,078,BARANOA,4/4/2020
08137,08,ATLÁNTICO,137,CAMPO DE LA CRUZ,5/4/2020
08141,08,ATLÁNTICO,141,CANDELARIA,5/4/2020
08296,08,ATLÁNTICO,296,GALAPA,3/17/2020
08372,08,ATLÁNTICO,372,JUAN DE ACOSTA,5/1/2020
08421,08,ATLÁNTICO,421,LURUACO,5/1/2020
08433,08,ATLÁNTICO,433,MALAMBO,4/2/2020
08436,08,ATLÁNTICO,436,MANATÍ,4/16/2020
08520,08,ATLÁNTICO,520,PALMAR DE VARELA,4/13/2020
08549,08,ATLÁNTICO,549,PIOJÓ,5/14/2020
08558,08,ATLÁNTICO,558,POLONUEVO,3/19/2020
08560,08,ATLÁNTICO,560,PONEDERA,3/21/2020
08573,08,ATLÁNTICO,573,PUERTO COLOMBIA,3/15/2020
08606,08,ATLÁNTICO,606,REPELÓN,4/27/2020
08634,08,ATLÁNTICO,634,SABANAGRANDE,3/3/2020
08638,08,ATLÁNTICO,638,SABANALARGA,4/19/2020
08675,08,ATLÁNTICO,675,SANTA LUCÍA,4/22/2020
08685,08,ATLÁNTICO,685,SANTO TOMÁS,3/13/2020
08758,08,ATLÁNTICO,758,SOLEDAD,3/15/2020
08770,08,ATLÁNTICO,770,SUAN,5/26/2020
08832,08,ATLÁNTICO,832,TUBARÁ,5/10/2020
08849,08,ATLÁNTICO,849,USIACURÍ,5/7/2020
08001,08,ATLÁNTICO,001,BARRANQUILLA,3/6/2020
11001,11,"BOGOTÁ, D.C.",001,"BOGOTÁ, D.C.",2/27/2020
05658,05,ANTIOQUIA,658,SAN JOSÉ DE LA MONTAÑA,6/29/2020
13006,13,BOLÍVAR,006,ACHÍ,6/15/2020
13042,13,BOLÍVAR,042,ARENAL,4/27/2020
13052,13,BOLÍVAR,052,ARJONA,3/19/2020
13062,13,BOLÍVAR,062,ARROYOHONDO,6/17/2020
13140,13,BOLÍVAR,140,CALAMAR,4/8/2020
13160,13,BOLÍVAR,160,CANTAGALLO,7/3/2020
13188,13,BOLÍVAR,188,CICUCO,6/7/2020
13212,13,BOLÍVAR,212,CÓRDOBA,6/26/2020
13222,13,BOLÍVAR,222,CLEMENCIA,5/7/2020
13244,13,BOLÍVAR,244,EL CARMEN DE BOLÍVAR,5/24/2020
13248,13,BOLÍVAR,248,EL GUAMO,7/24/2020
13300,13,BOLÍVAR,300,HATILLO DE LOBA,6/24/2020
13430,13,BOLÍVAR,430,MAGANGUÉ,4/30/2020
13433,13,BOLÍVAR,433,MAHATES,5/19/2020
13440,13,BOLÍVAR,440,MARGARITA,7/14/2020
13442,13,BOLÍVAR,442,MARÍA LA BAJA,4/24/2020
13458,13,BOLÍVAR,458,MONTECRISTO,6/18/2020
13468,13,BOLÍVAR,468,SANTA CRUZ DE MOMPOX,5/15/2020
13473,13,BOLÍVAR,473,MORALES,6/17/2020
13490,13,BOLÍVAR,490,NOROSÍ,6/30/2020
13549,13,BOLÍVAR,549,PINILLOS,6/2/2020
13580,13,BOLÍVAR,580,REGIDOR,7/15/2020
13600,13,BOLÍVAR,600,RÍO VIEJO,7/25/2020
13620,13,BOLÍVAR,620,SAN CRISTÓBAL,4/5/2020
13647,13,BOLÍVAR,647,SAN ESTANISLAO,6/10/2020
13650,13,BOLÍVAR,650,SAN FERNANDO,8/15/2020
13654,13,BOLÍVAR,654,SAN JACINTO,6/12/2020
13655,13,BOLÍVAR,655,SAN JACINTO DEL CAUCA,7/6/2020
13657,13,BOLÍVAR,657,SAN JUAN NEPOMUCENO,5/23/2020
13670,13,BOLÍVAR,670,SAN PABLO,5/21/2020
13673,13,BOLÍVAR,673,SANTA CATALINA,5/11/2020
13683,13,BOLÍVAR,683,SANTA ROSA,4/17/2020
13688,13,BOLÍVAR,688,SANTA ROSA DEL SUR,5/22/2020
13744,13,BOLÍVAR,744,SIMITÍ,8/10/2020
13760,13,BOLÍVAR,760,SOPLAVIENTO,6/13/2020
13780,13,BOLÍVAR,780,TALAIGUA NUEVO,7/2/2020
13810,13,BOLÍVAR,810,TIQUISIO,6/1/2020
13836,13,BOLÍVAR,836,TURBACO,3/15/2020
13838,13,BOLÍVAR,838,TURBANÁ,4/24/2020
13873,13,BOLÍVAR,873,VILLANUEVA,4/10/2020
13894,13,BOLÍVAR,894,ZAMBRANO,6/17/2020
13001,13,BOLÍVAR,001,CARTAGENA DE INDIAS,3/1/2020
73024,73,TOLIMA,024,ALPUJARRA,7/4/2020
73236,73,TOLIMA,236,DOLORES,7/6/2020
73483,73,TOLIMA,483,NATAGAIMA,6/8/2020
05138,05,ANTIOQUIA,138,CAÑASGORDAS,5/29/2020
15001,15,BOYACÁ,001,TUNJA,3/18/2020
15047,15,BOYACÁ,047,AQUITANIA,4/10/2020
15051,15,BOYACÁ,051,ARCABUCO,7/8/2020
15087,15,BOYACÁ,087,BELÉN,7/10/2020
15097,15,BOYACÁ,097,BOAVITA,8/12/2020
15104,15,BOYACÁ,104,BOYACÁ,8/12/2020
15106,15,BOYACÁ,106,BRICEÑO,7/21/2020
15109,15,BOYACÁ,109,BUENAVISTA,5/26/2020
15131,15,BOYACÁ,131,CALDAS,4/22/2020
15162,15,BOYACÁ,162,CERINZA,8/12/2020
15176,15,BOYACÁ,176,CHIQUINQUIRÁ,4/20/2020
15180,15,BOYACÁ,180,CHISCAS,8/3/2020
15183,15,BOYACÁ,183,CHITA,8/6/2020
15185,15,BOYACÁ,185,CHITARAQUE,8/8/2020
15187,15,BOYACÁ,187,CHIVATÁ,8/12/2020
15189,15,BOYACÁ,189,CIÉNEGA,7/31/2020
15204,15,BOYACÁ,204,CÓMBITA,5/1/2020
15212,15,BOYACÁ,212,COPER,5/17/2020
15215,15,BOYACÁ,215,CORRALES,5/22/2020
15218,15,BOYACÁ,218,COVARACHÍA,6/24/2020
15223,15,BOYACÁ,223,CUBARÁ,4/23/2020
15224,15,BOYACÁ,224,CUCAITA,5/5/2020
15226,15,BOYACÁ,226,CUÍTIVA,7/23/2020
15232,15,BOYACÁ,232,CHÍQUIZA,7/20/2020
15238,15,BOYACÁ,238,DUITAMA,4/20/2020
15244,15,BOYACÁ,244,EL COCUY,8/7/2020
15248,15,BOYACÁ,248,EL ESPINO,8/6/2020
15272,15,BOYACÁ,272,FIRAVITOBA,5/27/2020
15293,15,BOYACÁ,293,GACHANTIVÁ,8/11/2020
15296,15,BOYACÁ,296,GÁMEZA,7/31/2020
15299,15,BOYACÁ,299,GARAGOA,3/22/2020
15317,15,BOYACÁ,317,GUACAMAYAS,8/4/2020
15322,15,BOYACÁ,322,GUATEQUE,5/12/2020
15325,15,BOYACÁ,325,GUAYATÁ,6/5/2020
15362,15,BOYACÁ,362,IZA,7/21/2020
15367,15,BOYACÁ,367,JENESANO,8/11/2020
15368,15,BOYACÁ,368,JERICÓ,8/11/2020
15380,15,BOYACÁ,380,LA CAPILLA,8/29/2020
15403,15,BOYACÁ,403,LA UVITA,7/13/2020
15407,15,BOYACÁ,407,VILLA DE LEYVA,4/23/2020
15425,15,BOYACÁ,425,MACANAL,8/23/2020
15442,15,BOYACÁ,442,MARIPÍ,6/28/2020
15455,15,BOYACÁ,455,MIRAFLORES,5/5/2020
15464,15,BOYACÁ,464,MONGUA,8/28/2020
15466,15,BOYACÁ,466,MONGUÍ,7/10/2020
15469,15,BOYACÁ,469,MONIQUIRÁ,4/20/2020
15476,15,BOYACÁ,476,MOTAVITA,7/24/2020
15480,15,BOYACÁ,480,MUZO,4/30/2020
15491,15,BOYACÁ,491,NOBSA,6/23/2020
15494,15,BOYACÁ,494,NUEVO COLÓN,5/17/2020
15500,15,BOYACÁ,500,OICATÁ,3/25/2020
15507,15,BOYACÁ,507,OTANCHE,8/5/2020
15511,15,BOYACÁ,511,PACHAVITA,7/25/2020
15516,15,BOYACÁ,516,PAIPA,4/19/2020
15518,15,BOYACÁ,518,PAJARITO,8/5/2020
15522,15,BOYACÁ,522,PANQUEBA,8/7/2020
15531,15,BOYACÁ,531,PAUNA,5/17/2020
15533,15,BOYACÁ,533,PAYA,5/14/2020
15537,15,BOYACÁ,537,PAZ DE RÍO,8/2/2020
15542,15,BOYACÁ,542,PESCA,7/27/2020
15580,15,BOYACÁ,580,QUÍPAMA,7/26/2020
15599,15,BOYACÁ,599,RAMIRIQUÍ,6/19/2020
15600,15,BOYACÁ,600,RÁQUIRA,8/4/2020
15632,15,BOYACÁ,632,SABOYÁ,7/13/2020
15638,15,BOYACÁ,638,SÁCHICA,9/15/2020
15646,15,BOYACÁ,646,SAMACÁ,4/23/2020
15664,15,BOYACÁ,664,SAN JOSÉ DE PARE,7/31/2020
15667,15,BOYACÁ,667,SAN LUIS DE GACENO,8/13/2020
15676,15,BOYACÁ,676,SAN MIGUEL DE SEMA,5/13/2020
15681,15,BOYACÁ,681,SAN PABLO DE BORBUR,7/26/2020
15686,15,BOYACÁ,686,SANTANA,3/13/2020
15690,15,BOYACÁ,690,SANTA MARÍA,8/3/2020
15693,15,BOYACÁ,693,SANTA ROSA DE VITERBO,5/4/2020
15696,15,BOYACÁ,696,SANTA SOFÍA,3/28/2020
15720,15,BOYACÁ,720,SATIVANORTE,8/2/2020
15723,15,BOYACÁ,723,SATIVASUR,8/1/2020
15740,15,BOYACÁ,740,SIACHOQUE,6/25/2020
15753,15,BOYACÁ,753,SOATÁ,7/5/2020
15757,15,BOYACÁ,757,SOCHA,3/23/2020
15759,15,BOYACÁ,759,SOGAMOSO,3/25/2020
15763,15,BOYACÁ,763,SOTAQUIRÁ,7/30/2020
15764,15,BOYACÁ,764,SORACÁ,6/30/2020
15774,15,BOYACÁ,774,SUSACÓN,6/13/2020
15776,15,BOYACÁ,776,SUTAMARCHÁN,5/10/2020
15790,15,BOYACÁ,790,TASCO,5/19/2020
15798,15,BOYACÁ,798,TENZA,3/29/2020
15804,15,BOYACÁ,804,TIBANÁ,6/26/2020
15806,15,BOYACÁ,806,TIBASOSA,7/2/2020
15808,15,BOYACÁ,808,TINJACÁ,5/7/2020
15810,15,BOYACÁ,810,TIPACOQUE,5/11/2020
15814,15,BOYACÁ,814,TOCA,5/26/2020
15816,15,BOYACÁ,816,TOGÜÍ,3/21/2020
15820,15,BOYACÁ,820,TÓPAGA,8/5/2020
15822,15,BOYACÁ,822,TOTA,8/6/2020
15832,15,BOYACÁ,832,TUNUNGUÁ,8/26/2020
15835,15,BOYACÁ,835,TURMEQUÉ,4/27/2020
15837,15,BOYACÁ,837,TUTA,6/24/2020
15842,15,BOYACÁ,842,ÚMBITA,7/22/2020
15861,15,BOYACÁ,861,VENTAQUEMADA,5/7/2020
15879,15,BOYACÁ,879,VIRACACHÁ,5/8/2020
15897,15,BOYACÁ,897,ZETAQUIRA,7/25/2020
05042,05,ANTIOQUIA,042,SANTA FÉ DE ANTIOQUIA,6/5/2020
05055,05,ANTIOQUIA,055,ARGELIA,7/16/2020
05756,05,ANTIOQUIA,756,SONSÓN,4/3/2020
17001,17,CALDAS,001,MANIZALES,3/12/2020
17013,17,CALDAS,013,AGUADAS,5/1/2020
17042,17,CALDAS,042,ANSERMA,3/27/2020
17050,17,CALDAS,050,ARANZAZU,6/13/2020
17088,17,CALDAS,088,BELALCÁZAR,7/17/2020
17174,17,CALDAS,174,CHINCHINÁ,3/14/2020
17272,17,CALDAS,272,FILADELFIA,8/21/2020
17380,17,CALDAS,380,LA DORADA,3/13/2020
17433,17,CALDAS,433,MANZANARES,5/3/2020
17444,17,CALDAS,444,MARQUETALIA,4/27/2020
17446,17,CALDAS,446,MARULANDA,9/2/2020
17486,17,CALDAS,486,NEIRA,5/24/2020
17495,17,CALDAS,495,NORCASIA,4/25/2020
17513,17,CALDAS,513,PÁCORA,7/6/2020
17524,17,CALDAS,524,PALESTINA,7/7/2020
17541,17,CALDAS,541,PENSILVANIA,7/19/2020
17616,17,CALDAS,616,RISARALDA,4/20/2020
17653,17,CALDAS,653,SALAMINA,7/15/2020
