COD_DANE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,FECHA1erFIS
54239,54,NORTE DE SANTANDER,239,DURANIA,6/28/2020
54245,54,NORTE DE SANTANDER,245,EL CARMEN,7/11/2020
54250,54,NORTE DE SANTANDER,250,EL TARRA,7/7/2020
54261,54,NORTE DE SANTANDER,261,EL ZULIA,5/5/2020
54313,54,NORTE DE SANTANDER,313,GRAMALOTE,7/4/2020
54344,54,NORTE DE SANTANDER,344,HACARÍ,7/28/2020
54347,54,NORTE DE SANTANDER,347,HERRÁN,8/8/2020
54377,54,NORTE DE SANTANDER,377,LABATECA,6/8/2020
54385,54,NORTE DE SANTANDER,385,LA ESPERANZA,6/29/2020
54398,54,NORTE DE SANTANDER,398,LA PLAYA,5/18/2020
54405,54,NORTE DE SANTANDER,405,LOS PATIOS,3/15/2020
54418,54,NORTE DE SANTANDER,418,LOURDES,7/21/2020
54480,54,NORTE DE SANTANDER,480,MUTISCUA,6/8/2020
54498,54,NORTE DE SANTANDER,498,OCAÑA,3/24/2020
54518,54,NORTE DE SANTANDER,518,PAMPLONA,4/13/2020
54520,54,NORTE DE SANTANDER,520,PAMPLONITA,6/13/2020
54553,54,NORTE DE SANTANDER,553,PUERTO SANTANDER,3/22/2020
54599,54,NORTE DE SANTANDER,599,RAGONVALIA,6/24/2020
54660,54,NORTE DE SANTANDER,660,SALAZAR,8/8/2020
54670,54,NORTE DE SANTANDER,670,SAN CALIXTO,7/10/2020
54673,54,NORTE DE SANTANDER,673,SAN CAYETANO,7/9/2020
54680,54,NORTE DE SANTANDER,680,SANTIAGO,6/15/2020
54720,54,NORTE DE SANTANDER,720,SARDINATA,6/11/2020
54743,54,NORTE DE SANTANDER,743,SILOS,6/8/2020
54800,54,NORTE DE SANTANDER,800,TEORAMA,6/29/2020
54810,54,NORTE DE SANTANDER,810,TIBÚ,4/22/2020
54820,54,NORTE DE SANTANDER,820,TOLEDO,4/22/2020
54871,54,NORTE DE SANTANDER,871,VILLA CARO,7/21/2020
54874,54,NORTE DE SANTANDER,874,VILLA DEL ROSARIO,3/14/2020
86001,86,PUTUMAYO,001,MOCOA,5/18/2020
86219,86,PUTUMAYO,219,COLÓN,5/12/2020
86320,86,PUTUMAYO,320,ORITO,5/14/2020
86568,86,PUTUMAYO,568,PUERTO ASÍS,5/3/2020
86569,86,PUTUMAYO,569,PUERTO CAICEDO,7/2/2020
86571,86,PUTUMAYO,571,PUERTO GUZMÁN,4/15/2020
86573,86,PUTUMAYO,573,PUERTO LEGUÍZAMO,4/29/2020
86749,86,PUTUMAYO,749,SIBUNDOY,7/6/2020
86757,86,PUTUMAYO,757,SAN MIGUEL,5/13/2020
86760,86,PUTUMAYO,760,SANTIAGO,6/25/2020
86865,86,PUTUMAYO,865,VALLE DEL GUAMUEZ,5/20/2020
86885,86,PUTUMAYO,885,VILLAGARZÓN,6/27/2020
63001,63,QUINDÍO,001,ARMENIA,3/8/2020
63111,63,QUINDÍO,111,BUENAVISTA,7/25/2020
63130,63,QUINDÍO,130,CALARCÁ,3/17/2020
63190,63,QUINDÍO,190,CIRCASIA,3/18/2020
63212,63,QUINDÍO,212,CÓRDOBA,4/29/2020
63272,63,QUINDÍO,272,FILANDIA,3/16/2020
63302,63,QUINDÍO,302,GÉNOVA,7/10/2020
63401,63,QUINDÍO,401,LA TEBAIDA,4/2/2020
63470,63,QUINDÍO,470,MONTENEGRO,3/13/2020
63548,63,QUINDÍO,548,PIJAO,8/5/2020
63594,63,QUINDÍO,594,QUIMBAYA,5/7/2020
63690,63,QUINDÍO,690,SALENTO,7/9/2020
05361,05,ANTIOQUIA,361,ITUANGO,5/2/2020
05543,05,ANTIOQUIA,543,PEQUE,7/3/2020
66001,66,RISARALDA,001,PEREIRA,3/4/2020
66045,66,RISARALDA,045,APÍA,7/16/2020
66075,66,RISARALDA,075,BALBOA,6/24/2020
66088,66,RISARALDA,088,BELÉN DE UMBRÍA,5/20/2020
66170,66,RISARALDA,170,DOSQUEBRADAS,3/10/2020
66383,66,RISARALDA,383,LA CELIA,6/8/2020
66400,66,RISARALDA,400,LA VIRGINIA,4/12/2020
66440,66,RISARALDA,440,MARSELLA,6/26/2020
66456,66,RISARALDA,456,MISTRATÓ,8/4/2020
66572,66,RISARALDA,572,PUEBLO RICO,6/6/2020
66682,66,RISARALDA,682,SANTA ROSA DE CABAL,3/21/2020
66687,66,RISARALDA,687,SANTUARIO,6/18/2020
68001,68,SANTANDER,001,BUCARAMANGA,3/12/2020
68013,68,SANTANDER,013,AGUADA,7/5/2020
68020,68,SANTANDER,020,ALBANIA,9/10/2020
68051,68,SANTANDER,051,ARATOCA,7/17/2020
68077,68,SANTANDER,077,BARBOSA,5/23/2020
68079,68,SANTANDER,079,BARICHARA,6/14/2020
68081,68,SANTANDER,081,BARRANCABERMEJA,3/22/2020
68092,68,SANTANDER,092,BETULIA,7/27/2020
68101,68,SANTANDER,101,BOLÍVAR,7/22/2020
68132,68,SANTANDER,132,CALIFORNIA,7/15/2020
68147,68,SANTANDER,147,CAPITANEJO,7/30/2020
68152,68,SANTANDER,152,CARCASÍ,7/21/2020
68160,68,SANTANDER,160,CEPITÁ,7/2/2020
68162,68,SANTANDER,162,CERRITO,8/11/2020
68167,68,SANTANDER,167,CHARALÁ,7/21/2020
68176,68,SANTANDER,176,CHIMA,7/26/2020
68179,68,SANTANDER,179,CHIPATÁ,7/27/2020
68190,68,SANTANDER,190,CIMITARRA,3/26/2020
68207,68,SANTANDER,207,CONCEPCIÓN,3/28/2020
68209,68,SANTANDER,209,CONFINES,7/11/2020
68211,68,SANTANDER,211,CONTRATACIÓN,8/6/2020
68217,68,SANTANDER,217,COROMORO,7/22/2020
68229,68,SANTANDER,229,CURITÍ,3/22/2020
68235,68,SANTANDER,235,EL CARMEN DE CHUCURÍ,7/12/2020
68245,68,SANTANDER,245,EL GUACAMAYO,7/30/2020
68250,68,SANTANDER,250,EL PEÑÓN,6/26/2020
68255,68,SANTANDER,255,EL PLAYÓN,7/10/2020
68264,68,SANTANDER,264,ENCINO,8/14/2020
68266,68,SANTANDER,266,ENCISO,8/30/2020
68271,68,SANTANDER,271,FLORIÁN,8/8/2020
68276,68,SANTANDER,276,FLORIDABLANCA,3/12/2020
68296,68,SANTANDER,296,GALÁN,6/29/2020
68298,68,SANTANDER,298,GÁMBITA,8/26/2020
68307,68,SANTANDER,307,GIRÓN,4/25/2020
68318,68,SANTANDER,318,GUACA,7/31/2020
68322,68,SANTANDER,322,GUAPOTÁ,3/27/2020
68324,68,SANTANDER,324,GUAVATÁ,7/14/2020
68327,68,SANTANDER,327,GÜEPSA,9/10/2020
68344,68,SANTANDER,344,HATO,7/6/2020
68377,68,SANTANDER,377,LA BELLEZA,6/1/2020
68385,68,SANTANDER,385,LANDÁZURI,7/8/2020
68397,68,SANTANDER,397,LA PAZ,5/28/2020
68406,68,SANTANDER,406,LEBRIJA,5/15/2020
68418,68,SANTANDER,418,LOS SANTOS,7/1/2020
68425,68,SANTANDER,425,MACARAVITA,8/29/2020
68432,68,SANTANDER,432,MÁLAGA,6/9/2020
68444,68,SANTANDER,444,MATANZA,7/6/2020
68464,68,SANTANDER,464,MOGOTES,7/2/2020
68468,68,SANTANDER,468,MOLAGAVITA,7/29/2020
68500,68,SANTANDER,500,OIBA,6/29/2020
68502,68,SANTANDER,502,ONZAGA,6/26/2020
68533,68,SANTANDER,533,PÁRAMO,7/13/2020
68547,68,SANTANDER,547,PIEDECUESTA,3/31/2020
68549,68,SANTANDER,549,PINCHOTE,7/10/2020
68572,68,SANTANDER,572,PUENTE NACIONAL,9/15/2020
68573,68,SANTANDER,573,PUERTO PARRA,6/20/2020
68575,68,SANTANDER,575,PUERTO WILCHES,6/12/2020
68615,68,SANTANDER,615,RIONEGRO,6/20/2020
68655,68,SANTANDER,655,SABANA DE TORRES,6/8/2020
68669,68,SANTANDER,669,SAN ANDRÉS,7/20/2020
68673,68,SANTANDER,673,SAN BENITO,7/15/2020
68679,68,SANTANDER,679,SAN GIL,6/12/2020
68682,68,SANTANDER,682,SAN JOAQUÍN,6/29/2020
68684,68,SANTANDER,684,SAN JOSÉ DE MIRANDA,7/12/2020
68689,68,SANTANDER,689,SAN VICENTE DE CHUCURÍ,6/3/2020
68705,68,SANTANDER,705,SANTA BÁRBARA,8/6/2020
68720,68,SANTANDER,720,SANTA HELENA DEL OPÓN,7/3/2020
68755,68,SANTANDER,755,SOCORRO,5/12/2020
68770,68,SANTANDER,770,SUAITA,6/8/2020
68773,68,SANTANDER,773,SUCRE,7/20/2020
68820,68,SANTANDER,820,TONA,7/19/2020
68855,68,SANTANDER,855,VALLE DE SAN JOSÉ,7/5/2020
68861,68,SANTANDER,861,VÉLEZ,7/5/2020
68867,68,SANTANDER,867,VETAS,7/30/2020
68872,68,SANTANDER,872,VILLANUEVA,5/5/2020
68895,68,SANTANDER,895,ZAPATOCA,7/7/2020
70001,70,SUCRE,001,SINCELEJO,3/20/2020
70110,70,SUCRE,110,BUENAVISTA,5/19/2020
70124,70,SUCRE,124,CAIMITO,6/4/2020
70204,70,SUCRE,204,COLOSÓ,6/4/2020
70215,70,SUCRE,215,COROZAL,5/18/2020
70221,70,SUCRE,221,COVEÑAS,6/12/2020
70230,70,SUCRE,230,CHALÁN,6/10/2020
70233,70,SUCRE,233,EL ROBLE,6/8/2020
70235,70,SUCRE,235,GALERAS,6/8/2020
70265,70,SUCRE,265,GUARANDA,6/6/2020
70400,70,SUCRE,400,LA UNIÓN,6/3/2020
70418,70,SUCRE,418,LOS PALMITOS,5/7/2020
70429,70,SUCRE,429,MAJAGUAL,6/5/2020
70473,70,SUCRE,473,MORROA,5/10/2020
70508,70,SUCRE,508,OVEJAS,6/13/2020
70523,70,SUCRE,523,PALMITO,6/3/2020
70670,70,SUCRE,670,SAMPUÉS,5/26/2020
70678,70,SUCRE,678,SAN BENITO ABAD,6/15/2020
70702,70,SUCRE,702,SAN JUAN DE BETULIA,5/28/2020
70708,70,SUCRE,708,SAN MARCOS,5/25/2020
70713,70,SUCRE,713,SAN ONOFRE,5/16/2020
70717,70,SUCRE,717,SAN PEDRO,5/29/2020
70742,70,SUCRE,742,SAN LUIS DE SINCÉ,5/8/2020
70771,70,SUCRE,771,SUCRE,5/27/2020
70820,70,SUCRE,820,SANTIAGO DE TOLÚ,6/2/2020
70823,70,SUCRE,823,SAN JOSÉ DE TOLUVIEJO,6/4/2020
05206,05,ANTIOQUIA,206,CONCEPCIÓN,7/1/2020
05212,05,ANTIOQUIA,212,COPACABANA,3/29/2020
05308,05,ANTIOQUIA,308,GIRARDOTA,5/29/2020
73001,73,TOLIMA,001,IBAGUÉ,3/10/2020
73026,73,TOLIMA,026,ALVARADO,7/27/2020
73030,73,TOLIMA,030,AMBALEMA,7/18/2020
73043,73,TOLIMA,043,ANZOÁTEGUI,6/30/2020
73055,73,TOLIMA,055,ARMERO,7/23/2020
73067,73,TOLIMA,067,ATACO,8/18/2020
73124,73,TOLIMA,124,CAJAMARCA,7/20/2020
73148,73,TOLIMA,148,CARMEN DE APICALÁ,7/21/2020
73152,73,TOLIMA,152,CASABIANCA,7/2/2020
73168,73,TOLIMA,168,CHAPARRAL,6/5/2020
73200,73,TOLIMA,200,COELLO,8/1/2020
73217,73,TOLIMA,217,COYAIMA,6/6/2020
73226,73,TOLIMA,226,CUNDAY,7/25/2020
73268,73,TOLIMA,268,ESPINAL,3/27/2020
73275,73,TOLIMA,275,FLANDES,5/7/2020
73283,73,TOLIMA,283,FRESNO,6/7/2020
73319,73,TOLIMA,319,GUAMO,4/14/2020
73347,73,TOLIMA,347,HERVEO,7/1/2020
73349,73,TOLIMA,349,HONDA,5/8/2020
73352,73,TOLIMA,352,ICONONZO,7/8/2020
73408,73,TOLIMA,408,LÉRIDA,6/19/2020
73411,73,TOLIMA,411,LÍBANO,5/11/2020
73443,73,TOLIMA,443,SAN SEBASTIÁN DE MARIQUITA,5/16/2020
73449,73,TOLIMA,449,MELGAR,3/3/2020
73504,73,TOLIMA,504,ORTEGA,7/8/2020
73520,73,TOLIMA,520,PALOCABILDO,7/25/2020
73547,73,TOLIMA,547,PIEDRAS,5/7/2020
73555,73,TOLIMA,555,PLANADAS,4/23/2020
73563,73,TOLIMA,563,PRADO,7/22/2020
73585,73,TOLIMA,585,PURIFICACIÓN,7/16/2020
73616,73,TOLIMA,616,RIOBLANCO,7/3/2020
73624,73,TOLIMA,624,ROVIRA,4/30/2020
73671,73,TOLIMA,671,SALDAÑA,7/4/2020
73675,73,TOLIMA,675,SAN ANTONIO,6/10/2020
73678,73,TOLIMA,678,SAN LUIS,5/3/2020
73770,73,TOLIMA,770,SUÁREZ,7/24/2020
73854,73,TOLIMA,854,VALLE DE SAN JUAN,7/18/2020
73861,73,TOLIMA,861,VENADILLO,7/19/2020
73870,73,TOLIMA,870,VILLAHERMOSA,8/15/2020
73873,73,TOLIMA,873,VILLARRICA,6/10/2020
76109,76,VALLE DEL CAUCA,109,BUENAVENTURA,3/23/2020
76001,76,VALLE DEL CAUCA,001,SANTIAGO DE CALI,3/2/2020
76020,76,VALLE DEL CAUCA,020,ALCALÁ,4/22/2020
76036,76,VALLE DEL CAUCA,036,ANDALUCÍA,3/28/2020
76041,76,VALLE DEL CAUCA,041,ANSERMANUEVO,6/2/2020
76054,76,VALLE DEL CAUCA,054,ARGELIA,5/7/2020
76100,76,VALLE DEL CAUCA,100,BOLÍVAR,7/16/2020
76111,76,VALLE DEL CAUCA,111,GUADALAJARA DE BUGA,3/1/2020
76113,76,VALLE DEL CAUCA,113,BUGALAGRANDE,4/1/2020
76122,76,VALLE DEL CAUCA,122,CAICEDONIA,6/10/2020
76126,76,VALLE DEL CAUCA,126,CALIMA,3/15/2020
76130,76,VALLE DEL CAUCA,130,CANDELARIA,3/23/2020
76147,76,VALLE DEL CAUCA,147,CARTAGO,3/7/2020
76233,76,VALLE DEL CAUCA,233,DAGUA,4/2/2020
76243,76,VALLE DEL CAUCA,243,EL ÁGUILA,6/17/2020
76246,76,VALLE DEL CAUCA,246,EL CAIRO,5/25/2020
76248,76,VALLE DEL CAUCA,248,EL CERRITO,3/25/2020
76250,76,VALLE DEL CAUCA,250,EL DOVIO,3/12/2020
76275,76,VALLE DEL CAUCA,275,FLORIDA,3/30/2020
76306,76,VALLE DEL CAUCA,306,GINEBRA,3/26/2020
76318,76,VALLE DEL CAUCA,318,GUACARÍ,3/26/2020
76364,76,VALLE DEL CAUCA,364,JAMUNDÍ,3/22/2020
76377,76,VALLE DEL CAUCA,377,LA CUMBRE,4/6/2020
76400,76,VALLE DEL CAUCA,400,LA UNIÓN,3/12/2020
76403,76,VALLE DEL CAUCA,403,LA VICTORIA,7/6/2020
76497,76,VALLE DEL CAUCA,497,OBANDO,5/21/2020
76520,76,VALLE DEL CAUCA,520,PALMIRA,3/7/2020
76563,76,VALLE DEL CAUCA,563,PRADERA,5/1/2020
76606,76,VALLE DEL CAUCA,606,RESTREPO,4/27/2020
76616,76,VALLE DEL CAUCA,616,RIOFRÍO,7/28/2020
76622,76,VALLE DEL CAUCA,622,ROLDANILLO,4/27/2020
76670,76,VALLE DEL CAUCA,670,SAN PEDRO,3/10/2020
76736,76,VALLE DEL CAUCA,736,SEVILLA,5/29/2020
76823,76,VALLE DEL CAUCA,823,TORO,7/12/2020
76828,76,VALLE DEL CAUCA,828,TRUJILLO,3/16/2020
76834,76,VALLE DEL CAUCA,834,TULUÁ,3/9/2020
76845,76,VALLE DEL CAUCA,845,ULLOA,3/20/2020
76863,76,VALLE DEL CAUCA,863,VERSALLES,6/28/2020
76869,76,VALLE DEL CAUCA,869,VIJES,4/13/2020
76890,76,VALLE DEL CAUCA,890,YOTOCO,4/2/2020
76892,76,VALLE DEL CAUCA,892,YUMBO,3/8/2020
76895,76,VALLE DEL CAUCA,895,ZARZAL,6/10/2020
97001,97,VAUPÉS,001,MITÚ,5/7/2020
97161,97,VAUPÉS,161,CARURÚ,8/27/2020
97666,97,VAUPÉS,666,TARAIRA,6/12/2020
97889,97,VAUPÉS,889,YAVARATÉ,5/26/2020
99001,99,VICHADA,001,PUERTO CARREÑO,5/29/2020
99524,99,VICHADA,524,LA PRIMAVERA,7/15/2020
99773,99,VICHADA,773,CUMARIBO,7/31/2020
27493,27,CHOCÓ,493,NUEVO BELÉN DE BAJIRÁ,1/1/2025
27425,27,CHOCÓ,425,MEDIO ATRATO,1/1/2025
27745,27,CHOCÓ,745,SIPÍ,1/1/2025
91536,91,AMAZONAS,536,PUERTO ARICA,1/1/2025
91263,91,AMAZONAS,263,EL ENCANTO,1/1/2025
91430,91,AMAZONAS,430,LA VICTORIA,1/1/2025
27660,27,CHOCÓ,660,SAN JOSÉ DEL PALMAR,1/1/2025
91530,91,AMAZONAS,530,PUERTO ALEGRÍA,1/1/2025
94888,94,GUAINÍA,888,MORICHAL,1/1/2025
91460,91,AMAZONAS,460,MIRITÍ - PARANÁ,1/1/2025
50245,50,META,245,EL CALVARIO,1/1/2025
50686,50,META,686,SAN JUANITO,1/1/2025
94887,94,GUAINÍA,887,PANA PANA,1/1/2025
94886,94,GUAINÍA,886,CACAHUAL,1/1/2025
94885,94,GUAINÍA,885,LA GUADALUPE,1/1/2025
27372,27,CHOCÓ,372,JURADÓ,1/1/2025
97511,97,VAUPÉS,511,PACOA,1/1/2025
15276,15,BOYACÁ,276,FLORESTA,1/1/2025
15839,15,BOYACÁ,839,TUTAZÁ,1/1/2025
15755,15,BOYACÁ,755,SOCOTÁ,1/1/2025
15114,15,BOYACÁ,114,BUSBANZÁ,1/1/2025
15092,15,BOYACÁ,092,BETÉITIVA,1/1/2025
15621,15,BOYACÁ,621,RONDÓN,1/1/2025
15762,15,BOYACÁ,762,SORA,1/1/2025
25807,25,CUNDINAMARCA,807,TIBIRITA,1/1/2025
97777,97,VAUPÉS,777,PAPUNAHUA,1/1/2025
25368,25,CUNDINAMARCA,368,JERUSALÉN,1/1/2025
86755,86,PUTUMAYO,755,SAN FRANCISCO,1/1/2025
15550,15,BOYACÁ,550,PISBA,1/1/2025
15377,15,BOYACÁ,377,LABRANZAGRANDE,1/1/2025
85300,85,CASANARE,300,SABANALARGA,1/1/2025
15236,15,BOYACÁ,236,CHIVOR,1/1/2025
15778,15,BOYACÁ,778,SUTATENZA,1/1/2025
15761,15,BOYACÁ,761,SOMONDOCO,1/1/2025
15172,15,BOYACÁ,172,CHINAVITA,1/1/2025
15022,15,BOYACÁ,022,ALMEIDA,1/1/2025
05483,05,ANTIOQUIA,483,NARIÑO,1/1/2025
05895,05,ANTIOQUIA,895,ZARAGOZA,6/23/2020
81220,81,ARAUCA,220,CRAVO NORTE,1/1/2025
81591,81,ARAUCA,591,PUERTO RONDÓN,1/1/2025
15514,15,BOYACÁ,514,PÁEZ,1/1/2025
15135,15,BOYACÁ,135,CAMPOHERMOSO,1/1/2025
15090,15,BOYACÁ,090,BERBEO,1/1/2025
15660,15,BOYACÁ,660,SAN EDUARDO,1/1/2025
85015,85,CASANARE,015,CHÁMEZA,1/1/2025
68370,68,SANTANDER,370,JORDÁN,1/1/2025
68121,68,SANTANDER,121,CABRERA,1/1/2025
73622,73,TOLIMA,622,RONCESVALLES,1/1/2025
73270,73,TOLIMA,270,FALAN,1/1/2025
68320,68,SANTANDER,320,GUADALUPE,1/1/2025
73461,73,TOLIMA,461,MURILLO,1/1/2025
68368,68,SANTANDER,368,JESÚS MARÍA,1/1/2025
25823,25,CUNDINAMARCA,823,TOPAIPÍ,1/1/2025
25871,25,CUNDINAMARCA,871,VILLAGÓMEZ,1/1/2025
25518,25,CUNDINAMARCA,518,PAIME,1/1/2025
15401,15,BOYACÁ,401,LA VICTORIA,1/1/2025
94343,94,GUAINÍA,343,BARRANCOMINAS,1/1/2025
25398,25,CUNDINAMARCA,398,LA PEÑA,1/1/2025
68780,68,SANTANDER,780,SURATÁ,1/1/2025
68169,68,SANTANDER,169,CHARTA,1/1/2025
25339,25,CUNDINAMARCA,339,GUTIÉRREZ,1/1/2025
15673,15,BOYACÁ,673,SAN MATEO,1/1/2025
15332,15,BOYACÁ,332,GÜICÁN DE LA SIERRA,1/1/2025
68745,68,SANTANDER,745,SIMACOTA,1/1/2025
68524,68,SANTANDER,524,PALMAS DEL SOCORRO,1/1/2025
68522,68,SANTANDER,522,PALMAR,1/1/2025
85400,85,CASANARE,400,TÁMARA,1/1/2025
85225,85,CASANARE,225,NUNCHÍA,1/1/2025
25168,25,CUNDINAMARCA,168,CHAGUANÍ,1/1/2025
85136,85,CASANARE,136,LA SALINA,1/1/2025
68686,68,SANTANDER,686,SAN MIGUEL,1/1/2025
25328,25,CUNDINAMARCA,328,GUAYABAL DE SÍQUIMA,1/1/2025
52258,52,NARIÑO,258,EL TABLÓN DE GÓMEZ,1/1/2025
68498,68,SANTANDER,498,OCAMONTE,1/1/2025
25438,25,CUNDINAMARCA,438,MEDINA,1/1/2025
19022,19,CAUCA,022,ALMAGUER,1/1/2025
19693,19,CAUCA,693,SAN SEBASTIÁN,1/1/2025
73686,73,TOLIMA,686,SANTA ISABEL,1/1/2025
99624,99,VICHADA,624,SANTA ROSALÍA,1/1/2025
